pic_mean,pic_origin,RT,S,R,AC,s
6.102564103,NAPS,1.301,pleasant,pleasant,1,32 India
5.564102564,NAPS,4.662,pleasant,unpleasant,0,32 India
6.282051282,NAPS,4.841,pleasant,pleasant,1,32 India
2.512820513,NAPS,2.539,unpleasant,unpleasant,1,32 India
5.974358974,NAPS,1.527,pleasant,pleasant,1,32 India
1.897435897,NAPS,2.009,unpleasant,pleasant,0,32 India
6.564102564,India,1.373,pleasant,pleasant,1,32 India
4.846153846,NAPS,1.677,pleasant,pleasant,1,32 India
5.179487179,India,1.673,pleasant,unpleasant,0,32 India
2.923076923,NAPS,1.263,unpleasant,unpleasant,1,32 India
3.897435897,NAPS,1.527,unpleasant,unpleasant,1,32 India
4.871794872,NAPS,3.01,pleasant,pleasant,1,32 India
1.179487179,NAPS,1.368,unpleasant,unpleasant,1,32 India
7.102564103,NAPS,1.35,pleasant,pleasant,1,32 India
3.102564103,Taiwan,1.639,unpleasant,unpleasant,1,32 India
2.282051282,NAPS,5.185,unpleasant,unpleasant,1,32 India
1.871794872,NAPS,1.049,unpleasant,unpleasant,1,32 India
1.128205128,NAPS,0.767,unpleasant,unpleasant,1,32 India
1.923076923,NAPS,5.204,unpleasant,pleasant,0,32 India
2.230769231,NAPS,1.301,unpleasant,unpleasant,1,32 India
5.256410256,NAPS,0.939,pleasant,pleasant,1,32 India
1.743589744,NAPS,3.814,unpleasant,unpleasant,1,32 India
5.846153846,NAPS,1.67,pleasant,unpleasant,0,32 India
5.282051282,India,1.711,pleasant,pleasant,1,32 India
1.897435897,NAPS,2.948,unpleasant,unpleasant,1,32 India
1.615384615,India,5.214,unpleasant,pleasant,0,32 India
2.871794872,Taiwan,0.765,unpleasant,unpleasant,1,32 India
1.846153846,NAPS,1.112,unpleasant,unpleasant,1,32 India
1.974358974,NAPS,2.742,unpleasant,unpleasant,1,32 India
5.307692308,NAPS,1.3,pleasant,pleasant,1,32 India
1.333333333,NAPS,0.875,unpleasant,unpleasant,1,32 India
5.205128205,NAPS,1.797,pleasant,unpleasant,0,32 India
2.051282051,NAPS,3.757,unpleasant,unpleasant,1,32 India
6.615384615,NAPS,1.962,pleasant,pleasant,1,32 India
1.538461538,NAPS,2.315,unpleasant,unpleasant,1,32 India
4.974358974,NAPS,4.863,pleasant,pleasant,1,32 India
5.666666667,India,1.089,pleasant,unpleasant,0,32 India
1.820512821,NAPS,1.65,unpleasant,unpleasant,1,32 India
6.666666667,NAPS,1.261,pleasant,pleasant,1,32 India
3.076923077,NAPS,2.558,unpleasant,unpleasant,1,32 India
5.435897436,NAPS,4.305,pleasant,pleasant,1,32 India
6.051282051,NAPS,1.467,pleasant,pleasant,1,32 India
1.641025641,NAPS,1.592,unpleasant,unpleasant,1,32 India
2.051282051,NAPS,2.006,unpleasant,unpleasant,1,32 India
7.41025641,NAPS,1.491,pleasant,pleasant,1,32 India
6.179487179,NAPS,1.456,pleasant,pleasant,1,32 India
2.076923077,NAPS,1.041,unpleasant,unpleasant,1,32 India
4.871794872,NAPS,5.266,pleasant,unpleasant,0,32 India
5.974358974,NAPS,2.79,pleasant,pleasant,1,32 India
1.179487179,NAPS,0.956,unpleasant,unpleasant,1,32 India
5.692307692,NAPS,1.288,pleasant,unpleasant,0,32 India
6.538461538,NAPS,2.418,pleasant,pleasant,1,32 India
1.051282051,NAPS,0.956,unpleasant,unpleasant,1,32 India
6.025641026,NAPS,1.475,pleasant,pleasant,1,32 India
6.717948718,India,1.047,pleasant,unpleasant,0,32 India
5.025641026,NAPS,1.677,pleasant,unpleasant,0,32 India
4.58974359,NAPS,2.798,pleasant,pleasant,1,32 India
1.461538462,NAPS,1.056,unpleasant,unpleasant,1,32 India
1.58974359,NAPS,1.365,unpleasant,unpleasant,1,32 India
1.41025641,NAPS,1.41,unpleasant,unpleasant,1,32 India
5.615384615,NAPS,6.582,pleasant,pleasant,1,32 India
2.435897436,NAPS,1.532,unpleasant,unpleasant,1,32 India
1.256410256,NAPS,0.765,unpleasant,unpleasant,1,32 India
2.076923077,NAPS,1.657,unpleasant,unpleasant,1,32 India
4.512820513,NAPS,4.379,pleasant,pleasant,1,32 India
4.743589744,NAPS,0.801,pleasant,unpleasant,0,32 India
2.538461538,NAPS,0.678,unpleasant,unpleasant,1,32 India
4.666666667,NAPS,3.122,pleasant,pleasant,1,32 India
3.871794872,NAPS,3.761,unpleasant,pleasant,0,32 India
5.461538462,NAPS,1.649,pleasant,pleasant,1,32 India
1.564102564,NAPS,1.079,unpleasant,unpleasant,1,32 India
5.384615385,NAPS,1.343,pleasant,pleasant,1,32 India
6.307692308,NAPS,1.614,pleasant,pleasant,1,32 India
1.282051282,NAPS,1.248,unpleasant,unpleasant,1,32 India
5.743589744,NAPS,0.976,pleasant,unpleasant,0,32 India
3.615384615,India,3.243,unpleasant,unpleasant,1,32 India
1.743589744,NAPS,1.532,unpleasant,unpleasant,1,32 India
5.948717949,Taiwan,2.656,pleasant,pleasant,1,32 India
5.769230769,NAPS,1.582,pleasant,pleasant,1,32 India
3.102564103,India,1.444,unpleasant,unpleasant,1,32 India
5.461538462,NAPS,1.246,pleasant,pleasant,1,32 India
5.102564103,NAPS,1.947,pleasant,unpleasant,0,32 India
4.974358974,NAPS,4.653,pleasant,unpleasant,0,32 India
5.564102564,NAPS,1.486,pleasant,pleasant,1,32 India
3.282051282,NAPS,0.991,unpleasant,unpleasant,1,32 India
5.923076923,NAPS,5.594,pleasant,pleasant,1,32 India
2.282051282,NAPS,1.284,unpleasant,unpleasant,1,32 India
5.025641026,NAPS,2.254,pleasant,pleasant,1,32 India
2.307692308,NAPS,1.76,unpleasant,unpleasant,1,32 India
1.153846154,NAPS,1.058,unpleasant,unpleasant,1,32 India
1.205128205,NAPS,1.135,unpleasant,unpleasant,1,32 India
1,NAPS,3.67,unpleasant,unpleasant,1,32 India
3.025641026,NAPS,1.326,unpleasant,unpleasant,1,32 India
7.051282051,NAPS,1.223,pleasant,pleasant,1,32 India
5.179487179,NAPS,3.148,pleasant,pleasant,1,32 India
2.282051282,NAPS,3.641,unpleasant,pleasant,0,34 India
1.615384615,India,2.113,unpleasant,unpleasant,1,34 India
4.538461538,NAPS,0.868,pleasant,pleasant,1,34 India
4.871794872,NAPS,1.528,pleasant,pleasant,1,34 India
2.179487179,India,2.188,unpleasant,unpleasant,1,34 India
2.384615385,NAPS,1.526,unpleasant,pleasant,0,34 India
2.435897436,NAPS,1.144,unpleasant,unpleasant,1,34 India
3.358974359,NAPS,0.775,unpleasant,unpleasant,1,34 India
4.871794872,NAPS,0.898,pleasant,pleasant,1,34 India
1.923076923,NAPS,1.933,unpleasant,unpleasant,1,34 India
5.025641026,NAPS,3.668,pleasant,pleasant,1,34 India
1.128205128,NAPS,0.899,unpleasant,unpleasant,1,34 India
5.487179487,NAPS,0.987,pleasant,pleasant,1,34 India
3.871794872,NAPS,0.7,unpleasant,pleasant,0,34 India
4.743589744,NAPS,1.291,pleasant,pleasant,1,34 India
2.051282051,NAPS,4.268,unpleasant,pleasant,0,34 India
5.564102564,NAPS,0.561,pleasant,pleasant,1,34 India
1.564102564,NAPS,1.021,unpleasant,unpleasant,1,34 India
6.256410256,NAPS,1.912,pleasant,pleasant,1,34 India
2.256410256,NAPS,1.391,unpleasant,pleasant,0,34 India
1.974358974,NAPS,2.847,unpleasant,pleasant,0,34 India
7.102564103,NAPS,0.76,pleasant,pleasant,1,34 India
1.538461538,NAPS,2.333,unpleasant,unpleasant,1,34 India
6.615384615,NAPS,1.535,pleasant,pleasant,1,34 India
5.923076923,NAPS,1.717,pleasant,pleasant,1,34 India
1.897435897,NAPS,0.69,unpleasant,unpleasant,1,34 India
4.871794872,NAPS,0.891,pleasant,pleasant,1,34 India
2.717948718,NAPS,1.161,unpleasant,unpleasant,1,34 India
4.923076923,NAPS,1.06,pleasant,pleasant,1,34 India
5.692307692,NAPS,1.599,pleasant,pleasant,1,34 India
2.512820513,NAPS,1.208,unpleasant,pleasant,0,34 India
2.923076923,NAPS,1.179,unpleasant,pleasant,0,34 India
3.282051282,NAPS,1.305,unpleasant,pleasant,0,34 India
2.205128205,NAPS,1.247,unpleasant,pleasant,0,34 India
1.564102564,NAPS,0.718,unpleasant,unpleasant,1,34 India
2.256410256,NAPS,2.064,unpleasant,pleasant,0,34 India
1.41025641,NAPS,2.324,unpleasant,unpleasant,1,34 India
2.282051282,NAPS,2.324,unpleasant,unpleasant,1,34 India
1.256410256,NAPS,4.301,unpleasant,unpleasant,1,34 India
1.051282051,NAPS,2.925,unpleasant,unpleasant,1,34 India
4.666666667,NAPS,1.084,pleasant,unpleasant,0,34 India
5.435897436,NAPS,0.871,pleasant,pleasant,1,34 India
1.179487179,NAPS,0.668,unpleasant,unpleasant,1,34 India
1.794871795,NAPS,1.213,unpleasant,pleasant,0,34 India
3.820512821,NAPS,0.763,unpleasant,pleasant,0,34 India
6.179487179,NAPS,0.79,pleasant,pleasant,1,34 India
3.102564103,Taiwan,0.915,unpleasant,pleasant,0,34 India
5.615384615,NAPS,1.083,pleasant,pleasant,1,34 India
5.615384615,NAPS,1.114,pleasant,pleasant,1,34 India
2.230769231,NAPS,1.207,unpleasant,pleasant,0,34 India
6.666666667,NAPS,1.226,pleasant,pleasant,1,34 India
3.102564103,India,0.88,unpleasant,unpleasant,1,34 India
3.025641026,NAPS,2.028,unpleasant,pleasant,0,34 India
6.282051282,NAPS,1.21,pleasant,pleasant,1,34 India
5.974358974,NAPS,2.285,pleasant,pleasant,1,34 India
6.051282051,NAPS,0.717,pleasant,pleasant,1,34 India
2.076923077,NAPS,1.656,unpleasant,unpleasant,1,34 India
5.076923077,NAPS,1.055,pleasant,pleasant,1,34 India
2.128205128,NAPS,1.666,unpleasant,unpleasant,1,34 India
1.384615385,NAPS,1.288,unpleasant,unpleasant,1,34 India
2.846153846,NAPS,1.155,unpleasant,pleasant,0,34 India
5.666666667,India,0.988,pleasant,pleasant,1,34 India
4.846153846,NAPS,2.112,pleasant,pleasant,1,34 India
6.153846154,NAPS,2.091,pleasant,pleasant,1,34 India
1.461538462,NAPS,1.574,unpleasant,unpleasant,1,34 India
1.666666667,NAPS,0.673,unpleasant,unpleasant,1,34 India
2.538461538,NAPS,2.407,unpleasant,pleasant,0,34 India
4.974358974,NAPS,0.795,pleasant,pleasant,1,34 India
3.897435897,NAPS,1.86,unpleasant,unpleasant,1,34 India
1.282051282,NAPS,1.838,unpleasant,unpleasant,1,34 India
2.153846154,NAPS,3.863,unpleasant,pleasant,0,34 India
5.974358974,NAPS,1.417,pleasant,pleasant,1,34 India
6.076923077,NAPS,1.019,pleasant,pleasant,1,34 India
5.461538462,NAPS,0.949,pleasant,pleasant,1,34 India
1.666666667,NAPS,2.061,unpleasant,unpleasant,1,34 India
2.871794872,Taiwan,0.757,unpleasant,pleasant,0,34 India
2.333333333,NAPS,1.655,unpleasant,unpleasant,1,34 India
5.025641026,NAPS,0.888,pleasant,pleasant,1,34 India
1.897435897,NAPS,1.673,unpleasant,pleasant,0,34 India
2.974358974,NAPS,2.571,unpleasant,pleasant,0,34 India
2.461538462,NAPS,2.157,unpleasant,pleasant,0,34 India
3.666666667,NAPS,2.884,unpleasant,pleasant,0,34 India
6.538461538,NAPS,0.731,pleasant,pleasant,1,34 India
2.307692308,NAPS,1.056,unpleasant,pleasant,0,34 India
1.743589744,NAPS,2.985,unpleasant,unpleasant,1,34 India
1.58974359,NAPS,2.779,unpleasant,unpleasant,1,34 India
2.435897436,NAPS,1.207,unpleasant,pleasant,0,34 India
3.076923077,NAPS,1.541,unpleasant,pleasant,0,34 India
5.384615385,NAPS,1.662,pleasant,pleasant,1,34 India
2.051282051,NAPS,1.4,unpleasant,pleasant,0,34 India
6.717948718,India,1.678,pleasant,pleasant,1,34 India
1.179487179,NAPS,1.406,unpleasant,unpleasant,1,34 India
1.871794872,NAPS,1.923,unpleasant,pleasant,0,34 India
7.41025641,NAPS,0.728,pleasant,pleasant,1,34 India
4.58974359,NAPS,0.957,pleasant,pleasant,1,34 India
2.358974359,NAPS,1.427,unpleasant,unpleasant,1,34 India
1.743589744,NAPS,2.159,unpleasant,unpleasant,1,34 India
5.205128205,NAPS,0.869,pleasant,pleasant,1,34 India
1.641025641,NAPS,2.695,unpleasant,unpleasant,1,34 India
1.897435897,NAPS,1.225,unpleasant,pleasant,0,34 India
1.846153846,NAPS,2.974,unpleasant,unpleasant,1,34 India
2.41025641,NAPS,3.394,unpleasant,pleasant,0,34 India
5.743589744,NAPS,0.911,pleasant,pleasant,1,34 India
5.564102564,NAPS,1.386,pleasant,pleasant,1,34 India
6,NAPS,1.06,pleasant,pleasant,1,34 India
5.102564103,NAPS,2.085,pleasant,pleasant,1,34 India
1.923076923,NAPS,1.074,unpleasant,unpleasant,1,34 India
5.769230769,NAPS,1.144,pleasant,pleasant,1,34 India
1.666666667,NAPS,0.652,unpleasant,unpleasant,1,34 India
3.615384615,India,1.367,unpleasant,pleasant,0,34 India
4.871794872,NAPS,0.805,pleasant,pleasant,1,34 India
2.076923077,NAPS,0.742,unpleasant,pleasant,0,34 India
7.051282051,NAPS,1.976,pleasant,pleasant,1,34 India
1,NAPS,1.679,unpleasant,unpleasant,1,34 India
1.820512821,NAPS,0.725,unpleasant,pleasant,0,34 India
1.564102564,Taiwan,0.9,unpleasant,pleasant,0,34 India
1.205128205,NAPS,0.989,unpleasant,unpleasant,1,34 India
5.256410256,NAPS,1.081,pleasant,pleasant,1,34 India
5.461538462,NAPS,1.603,pleasant,pleasant,1,34 India
5.179487179,NAPS,2.341,pleasant,pleasant,1,34 India
1.435897436,NAPS,1.117,unpleasant,unpleasant,1,34 India
6.025641026,NAPS,1.09,pleasant,pleasant,1,34 India
2.871794872,NAPS,3.289,unpleasant,unpleasant,1,34 India
5.076923077,NAPS,1.081,pleasant,pleasant,1,34 India
6.307692308,NAPS,1.371,pleasant,pleasant,1,34 India
5.179487179,India,1.453,pleasant,pleasant,1,34 India
5.307692308,NAPS,0.738,pleasant,pleasant,1,34 India
6.564102564,India,1.071,pleasant,pleasant,1,34 India
2.41025641,NAPS,1.129,unpleasant,unpleasant,1,34 India
2.923076923,NAPS,2.483,unpleasant,pleasant,0,34 India
5.282051282,India,0.739,pleasant,pleasant,1,34 India
5.794871795,NAPS,3.148,pleasant,pleasant,1,34 India
2.692307692,NAPS,1.348,unpleasant,pleasant,0,34 India
5.948717949,Taiwan,1.134,pleasant,pleasant,1,34 India
4.974358974,NAPS,0.945,pleasant,pleasant,1,34 India
6.102564103,NAPS,1.812,pleasant,pleasant,1,34 India
2.076923077,NAPS,4.018,unpleasant,pleasant,0,34 India
1.153846154,NAPS,2.896,unpleasant,unpleasant,1,34 India
2.102564103,NAPS,0.961,unpleasant,pleasant,0,34 India
4.58974359,NAPS,1.288,pleasant,pleasant,1,34 India
5.820512821,NAPS,3.061,pleasant,pleasant,1,34 India
4.846153846,NAPS,3.097,pleasant,unpleasant,0,34 India
2.051282051,NAPS,1.333,unpleasant,pleasant,0,34 India
1.333333333,NAPS,1.36,unpleasant,unpleasant,1,34 India
1.076923077,NAPS,1.61,unpleasant,unpleasant,1,34 India
5.846153846,NAPS,1.066,pleasant,pleasant,1,34 India
7.051282051,NAPS,0.778,pleasant,pleasant,1,36 India
5.179487179,NAPS,1.691,pleasant,pleasant,1,36 India
2.051282051,NAPS,0.805,unpleasant,pleasant,0,36 India
5.564102564,NAPS,0.958,pleasant,pleasant,1,36 India
4.871794872,NAPS,0.625,pleasant,unpleasant,0,36 India
2.384615385,NAPS,1.711,unpleasant,unpleasant,1,36 India
1.384615385,NAPS,0.65,unpleasant,unpleasant,1,36 India
5.384615385,NAPS,0.793,pleasant,pleasant,1,36 India
4.871794872,NAPS,1.893,pleasant,pleasant,1,36 India
5.205128205,NAPS,0.617,pleasant,pleasant,1,36 India
2.41025641,NAPS,0.985,unpleasant,pleasant,0,36 India
4.871794872,NAPS,0.991,pleasant,unpleasant,0,36 India
4.974358974,NAPS,0.972,pleasant,pleasant,1,36 India
2.230769231,NAPS,0.673,unpleasant,unpleasant,1,36 India
2.076923077,NAPS,2.329,unpleasant,unpleasant,1,36 India
4.58974359,NAPS,0.187,pleasant,unpleasant,0,36 India
1.871794872,NAPS,1.437,unpleasant,unpleasant,1,36 India
6.051282051,NAPS,2.142,pleasant,unpleasant,0,36 India
4.974358974,NAPS,2.876,pleasant,pleasant,1,36 India
3.666666667,NAPS,2.188,unpleasant,unpleasant,1,36 India
1.666666667,NAPS,1.726,unpleasant,pleasant,0,36 India
4.923076923,NAPS,0.816,pleasant,pleasant,1,36 India
2.102564103,NAPS,1.134,unpleasant,unpleasant,1,36 India
1.461538462,NAPS,2.176,unpleasant,unpleasant,1,36 India
3.358974359,NAPS,2.971,unpleasant,unpleasant,1,36 India
1.897435897,NAPS,1.398,unpleasant,unpleasant,1,36 India
5.256410256,NAPS,1.437,pleasant,unpleasant,0,36 India
6.615384615,NAPS,0.784,pleasant,pleasant,1,36 India
5.974358974,NAPS,0.398,pleasant,pleasant,1,36 India
2.051282051,NAPS,1.097,unpleasant,unpleasant,1,36 India
1.051282051,NAPS,0.821,unpleasant,unpleasant,1,36 India
2.692307692,NAPS,1.499,unpleasant,pleasant,0,36 India
2.461538462,NAPS,0.733,unpleasant,unpleasant,1,36 India
4.871794872,NAPS,1.2,pleasant,unpleasant,0,36 India
5.461538462,NAPS,1.6,pleasant,pleasant,1,36 India
2.871794872,NAPS,1.121,unpleasant,unpleasant,1,36 India
5.487179487,NAPS,0.761,pleasant,unpleasant,0,36 India
6,NAPS,1.879,pleasant,pleasant,1,36 India
2.717948718,NAPS,0.782,unpleasant,pleasant,0,36 India
5.846153846,NAPS,2.506,pleasant,unpleasant,0,36 India
5.820512821,NAPS,3.398,pleasant,unpleasant,0,36 India
3.615384615,India,0.272,unpleasant,pleasant,0,36 India
1.641025641,NAPS,2.219,unpleasant,unpleasant,1,36 India
3.102564103,Taiwan,1.984,unpleasant,unpleasant,1,36 India
6.025641026,NAPS,0.849,pleasant,unpleasant,0,36 India
1.153846154,NAPS,1.941,unpleasant,unpleasant,1,36 India
1.897435897,NAPS,4.118,unpleasant,pleasant,0,36 India
1.205128205,NAPS,0.971,unpleasant,unpleasant,1,36 India
5.461538462,NAPS,1.691,pleasant,pleasant,1,36 India
7.102564103,NAPS,1.023,pleasant,pleasant,1,36 India
5.435897436,NAPS,2.879,pleasant,unpleasant,0,36 India
1.923076923,NAPS,0.693,unpleasant,unpleasant,1,36 India
1.743589744,NAPS,1.599,unpleasant,pleasant,0,36 India
1.846153846,NAPS,2.656,unpleasant,pleasant,0,36 India
1.615384615,India,0.861,unpleasant,unpleasant,1,36 India
1.794871795,NAPS,0.703,unpleasant,unpleasant,1,36 India
4.58974359,NAPS,0.474,pleasant,pleasant,1,36 India
5.769230769,NAPS,0.821,pleasant,unpleasant,0,36 India
1.179487179,NAPS,1.816,unpleasant,pleasant,0,36 India
1.564102564,NAPS,1.801,unpleasant,unpleasant,1,36 India
4.743589744,NAPS,1.064,pleasant,unpleasant,0,36 India
2.846153846,NAPS,0.75,unpleasant,pleasant,0,36 India
5.666666667,India,1.026,pleasant,unpleasant,0,36 India
3.282051282,NAPS,0.929,unpleasant,unpleasant,1,36 India
1.076923077,NAPS,1.938,unpleasant,pleasant,0,36 India
1.179487179,NAPS,1.299,unpleasant,unpleasant,1,36 India
3.871794872,NAPS,1.902,unpleasant,pleasant,0,36 India
6.282051282,NAPS,1.074,pleasant,unpleasant,0,36 India
1.820512821,NAPS,0.507,unpleasant,unpleasant,1,36 India
1.538461538,NAPS,1.136,unpleasant,unpleasant,1,36 India
1.666666667,NAPS,0.943,unpleasant,unpleasant,1,36 India
2.256410256,NAPS,1.755,unpleasant,pleasant,0,36 India
2.435897436,NAPS,2.119,unpleasant,unpleasant,1,36 India
1.256410256,NAPS,2.941,unpleasant,unpleasant,1,36 India
5.948717949,Taiwan,0.554,pleasant,unpleasant,0,36 India
5.794871795,NAPS,2.525,pleasant,pleasant,1,36 India
1.564102564,Taiwan,0.881,unpleasant,pleasant,0,36 India
5.974358974,NAPS,1.829,pleasant,unpleasant,0,36 India
6.717948718,India,0.852,pleasant,pleasant,1,36 India
3.076923077,NAPS,0.826,unpleasant,unpleasant,1,36 India
2.282051282,NAPS,1.84,unpleasant,unpleasant,1,36 India
2.435897436,NAPS,2.237,unpleasant,pleasant,0,36 India
5.564102564,NAPS,1.757,pleasant,unpleasant,0,36 India
2.282051282,NAPS,0.884,unpleasant,unpleasant,1,36 India
2.256410256,NAPS,0.751,unpleasant,unpleasant,1,36 India
2.871794872,Taiwan,0.787,unpleasant,unpleasant,1,36 India
2.512820513,NAPS,1.139,unpleasant,unpleasant,1,36 India
2.153846154,NAPS,1.479,unpleasant,pleasant,0,36 India
2.179487179,India,0.948,unpleasant,unpleasant,1,36 India
2.205128205,NAPS,1.554,unpleasant,unpleasant,1,36 India
4.846153846,NAPS,1.08,pleasant,pleasant,1,36 India
3.102564103,India,2.522,unpleasant,unpleasant,1,36 India
6.153846154,NAPS,1.824,pleasant,pleasant,1,36 India
1.435897436,NAPS,1.455,unpleasant,pleasant,0,36 India
2.41025641,NAPS,1.345,unpleasant,unpleasant,1,36 India
4.538461538,NAPS,1.818,pleasant,unpleasant,0,36 India
6.102564103,NAPS,0.886,pleasant,unpleasant,0,36 India
4.512820513,NAPS,0.706,pleasant,unpleasant,0,36 India
1.282051282,NAPS,0.57,unpleasant,unpleasant,1,36 India
5.179487179,India,1.105,pleasant,unpleasant,0,36 India
1.333333333,NAPS,0.8,unpleasant,unpleasant,1,36 India
4.666666667,NAPS,1.857,pleasant,unpleasant,0,36 India
1.128205128,NAPS,1.187,unpleasant,unpleasant,1,36 India
5.076923077,NAPS,1.893,pleasant,unpleasant,0,36 India
1.923076923,NAPS,1.444,unpleasant,pleasant,0,36 India
6.666666667,NAPS,0.779,pleasant,unpleasant,0,36 India
6.538461538,NAPS,0.708,pleasant,unpleasant,0,36 India
5.282051282,India,1.01,pleasant,unpleasant,0,36 India
5.923076923,NAPS,0.385,pleasant,pleasant,1,36 India
2.923076923,NAPS,0.842,unpleasant,unpleasant,1,36 India
5.307692308,NAPS,0.78,pleasant,pleasant,1,36 India
5.615384615,NAPS,0.653,pleasant,unpleasant,0,36 India
3.820512821,NAPS,3.708,unpleasant,pleasant,0,36 India
5.025641026,NAPS,0.249,pleasant,pleasant,1,36 India
5.692307692,NAPS,0.967,pleasant,unpleasant,0,36 India
5.025641026,NAPS,0.973,pleasant,unpleasant,0,36 India
3.897435897,NAPS,1.497,unpleasant,unpleasant,1,36 India
3.025641026,NAPS,2.45,unpleasant,unpleasant,1,36 India
2.538461538,NAPS,0.629,unpleasant,unpleasant,1,36 India
5.615384615,NAPS,0.655,pleasant,pleasant,1,36 India
1,NAPS,3.784,unpleasant,unpleasant,1,36 India
5.743589744,NAPS,1.115,pleasant,pleasant,1,36 India
6.307692308,NAPS,0.84,pleasant,pleasant,1,36 India
7.41025641,NAPS,2.423,pleasant,unpleasant,0,36 India
5.102564103,NAPS,1.067,pleasant,unpleasant,0,36 India
6.076923077,NAPS,1.983,pleasant,unpleasant,0,36 India
2.076923077,NAPS,0.809,unpleasant,unpleasant,1,36 India
1.743589744,NAPS,0.855,unpleasant,unpleasant,1,36 India
2.358974359,NAPS,1.214,unpleasant,unpleasant,1,36 India
2.051282051,NAPS,1.047,unpleasant,pleasant,0,36 India
6.179487179,NAPS,0.855,pleasant,pleasant,1,36 India
6.564102564,India,1.518,pleasant,pleasant,1,36 India
1.58974359,NAPS,1.134,unpleasant,unpleasant,1,36 India
1.41025641,NAPS,0.681,unpleasant,unpleasant,1,36 India
2.307692308,NAPS,1.123,unpleasant,unpleasant,1,36 India
1.564102564,NAPS,1.594,unpleasant,unpleasant,1,36 India
2.974358974,NAPS,1.083,unpleasant,unpleasant,1,36 India
5.076923077,NAPS,0.748,pleasant,unpleasant,0,36 India
2.076923077,NAPS,0.797,unpleasant,pleasant,0,36 India
2.923076923,NAPS,0.978,unpleasant,pleasant,0,36 India
1.974358974,NAPS,1.938,unpleasant,pleasant,0,36 India
2.333333333,NAPS,1.421,unpleasant,pleasant,0,36 India
1.666666667,NAPS,0.856,unpleasant,unpleasant,1,36 India
2.256410256,NAPS,1.196,unpleasant,pleasant,0,38 India
6.153846154,NAPS,1.912,pleasant,pleasant,1,38 India
1.179487179,NAPS,0.742,unpleasant,unpleasant,1,38 India
2.435897436,NAPS,1.049,unpleasant,pleasant,0,38 India
1.615384615,India,1.339,unpleasant,unpleasant,1,38 India
4.846153846,NAPS,0.718,pleasant,pleasant,1,38 India
6,NAPS,0.631,pleasant,pleasant,1,38 India
2.871794872,NAPS,3.351,unpleasant,unpleasant,1,38 India
5.179487179,NAPS,0.796,pleasant,pleasant,1,38 India
3.666666667,NAPS,1.243,unpleasant,pleasant,0,38 India
2.102564103,NAPS,3.113,unpleasant,pleasant,0,38 India
5.615384615,NAPS,1.35,pleasant,pleasant,1,38 India
6.282051282,NAPS,0.762,pleasant,pleasant,1,38 India
3.358974359,NAPS,0.904,unpleasant,unpleasant,1,38 India
5.179487179,India,2.73,pleasant,pleasant,1,38 India
2.076923077,NAPS,0.759,unpleasant,pleasant,0,38 India
2.923076923,NAPS,0.912,unpleasant,unpleasant,1,38 India
1.564102564,Taiwan,1.135,unpleasant,unpleasant,1,38 India
3.282051282,NAPS,1.336,unpleasant,pleasant,0,38 India
5.025641026,NAPS,0.983,pleasant,pleasant,1,38 India
1.666666667,NAPS,1.141,unpleasant,unpleasant,1,38 India
1.153846154,NAPS,1.485,unpleasant,unpleasant,1,38 India
1.435897436,NAPS,1.753,unpleasant,unpleasant,1,38 India
4.58974359,NAPS,0.911,pleasant,pleasant,1,38 India
1.897435897,NAPS,1.478,unpleasant,unpleasant,1,38 India
1.666666667,NAPS,1.126,unpleasant,unpleasant,1,38 India
2.692307692,NAPS,1.821,unpleasant,pleasant,0,38 India
4.974358974,NAPS,1.35,pleasant,pleasant,1,38 India
1.897435897,NAPS,1.389,unpleasant,pleasant,0,38 India
6.102564103,NAPS,1.351,pleasant,pleasant,1,38 India
5.666666667,India,0.995,pleasant,pleasant,1,38 India
1.282051282,NAPS,1.115,unpleasant,unpleasant,1,38 India
2.153846154,NAPS,1.187,unpleasant,unpleasant,1,38 India
3.025641026,NAPS,2.623,unpleasant,unpleasant,1,38 India
5.461538462,NAPS,1.921,pleasant,pleasant,1,38 India
1.923076923,NAPS,1.606,unpleasant,pleasant,0,38 India
1.076923077,NAPS,1.776,unpleasant,unpleasant,1,38 India
4.743589744,NAPS,0.901,pleasant,pleasant,1,38 India
6.179487179,NAPS,0.854,pleasant,pleasant,1,38 India
5.076923077,NAPS,0.846,pleasant,pleasant,1,38 India
5.461538462,NAPS,1.222,pleasant,pleasant,1,38 India
6.025641026,NAPS,2.16,pleasant,pleasant,1,38 India
2.179487179,India,0.821,unpleasant,unpleasant,1,38 India
2.230769231,NAPS,1.881,unpleasant,unpleasant,1,38 India
2.717948718,NAPS,1.19,unpleasant,unpleasant,1,38 India
1.256410256,NAPS,0.908,unpleasant,unpleasant,1,38 India
6.538461538,NAPS,1.521,pleasant,pleasant,1,38 India
2.307692308,NAPS,1.566,unpleasant,pleasant,0,38 India
5.384615385,NAPS,0.98,pleasant,pleasant,1,38 India
5.974358974,NAPS,0.926,pleasant,pleasant,1,38 India
3.897435897,NAPS,0.983,unpleasant,pleasant,0,38 India
4.871794872,NAPS,1.599,pleasant,pleasant,1,38 India
2.41025641,NAPS,0.981,unpleasant,pleasant,0,38 India
2.051282051,NAPS,1.888,unpleasant,pleasant,0,38 India
6.051282051,NAPS,0.736,pleasant,pleasant,1,38 India
